Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
167300,Cho thuê phòng trọ sau lưng Cty Cân Nhơn Hòa,3.5,45.0,Thủ Đức,Hồ Chí Minh,2021-05-04
167301,Cho 1 nữ sinh viên hoặc NVVP thuê phòng rộng sạch sẽ giờ tự do,1.9,30.0,Gò Vấp,Hồ Chí Minh,2021-05-04
167302,Nhà mới xây chính chủ đăng 100% còn duy nhất 1 phòng,3.5,24.0,Gò Vấp,Hồ Chí Minh,2021-05-04
167304,Phòng trọ cho thuê đường Trần Huy Liệu P11 Phú Nhuận,1.8,11.0,Phú Nhuận,Hồ Chí Minh,2021-05-04
167311,Cho thuê Ký túc xá nam nữ Hoàng Diệu Phú Nhuận giờ giấc tự do chỉ 1tr/tháng,1.0,30.0,Phú Nhuận,Hồ Chí Minh,2021-05-04
167312,"[KM 5%] - Phòng trọ mini ngay ban công, an ninh, Lò Gốm, Q6",3.0,10.0,Quận 6,Hồ Chí Minh,2023-11-12
167313,Cho thuê phòng trọ sạch sẽ thoáng mát an ninh,1.6,20.0,Quận 9,Hồ Chí Minh,2021-05-04
167315,Cho thuê phòng trọ mới xây Quang Trung - Gò Vấp,2.5,25.0,Gò Vấp,Hồ Chí Minh,2021-07-13
167316,Cho thuê phòng trọ cao cấp - sạch sẽ - mới xây  Quang Trung - Gò Vấp,2.0,25.0,Gò Vấp,Hồ Chí Minh,2021-12-29
167318,Cho Thuê Phòng _ CHDV Có Ban Công - Đầy Đủ Nội Thất  _ Phan Đình Phùng Q. Phú Nhuận - Chỉ 3.8tr/t,3.8,20.0,Phú Nhuận,Hồ Chí Minh,2021-05-04
167319,Phòng trọ Quận Phú Nhuận 20m² Ngã 4 phú nhuận,3.0,20.0,Phú Nhuận,Hồ Chí Minh,2021-05-05
167320,"Cho Thuê phòng trọ Phường 14, Quận 11, TP.HCM",2.7,25.0,Quận 11,Hồ Chí Minh,2021-05-05
167329,Cho thuê phòng trọ cao cấp - sạch sẽ - an ninh - Giờ Tự Do - Quận 8,3.0,30.0,Gò Vấp,Hồ Chí Minh,2021-10-15
167330,cho thuê phòng trọ 94 hùng vương quận 5,,45.0,Quận 5,Hồ Chí Minh,2021-05-05
167332,PT đường Chu Văn An khu vực an ninh nhất Bình Thạnh,3.2,18.0,Bình Thạnh,Hồ Chí Minh,2021-05-07
167334,"Cho nữ hoặc gia đình thuê nguyên tầng 1 hoặc tầng trệt có gác, gần Hàng Xanh",4.5,30.0,Bình Thạnh,Hồ Chí Minh,2021-05-06
167336,Cho thuê nhiều phòng trọ giá rẻ ở quận Bình Tân,2.5,30.0,Bình Tân,Hồ Chí Minh,2021-05-06
167337,Chi tiết Chính chủ cho thuê phòng trọ  ngay Lê Văn Sỹ Q3 giờ giấc tự do,3.3,20.0,Quận 3,Hồ Chí Minh,2021-05-06
167338,"Cho thuê phòng như Căn hộ Studio Full Nội Thất DT: 30m2 - 62/1A Trương Công Định, P.14, Q.Tân Bình",4.5,30.0,Tân Bình,Hồ Chí Minh,2022-03-31
167340,"Phòng trọ đường Lê Đình Cẩn, Q.Bình Tân, có thang máy, gác lửng, giá 1.8 triệu/tháng",1.8,16.0,Bình Tân,Hồ Chí Minh,2021-05-22
167341,"Phòng cho thuê khu Tên Lửa, Bình Tân, full nội thất cao cấp, 3.5tr/tháng",3.5,16.0,Bình Tân,Hồ Chí Minh,2021-05-22
167344,Cần cho thuê phòng trọ cao cấp 71/3 Nguyễn Trãi Q1 full nội thất,6.0,25.0,Quận 1,Hồ Chí Minh,2021-05-07
167346,Cho thuê phòng trọ sạch đẹp gần sân bay TSN,3.5,40.0,Tân Bình,Hồ Chí Minh,2021-05-08
167347,"Cho thuê phòng gần sân bay 145 Bạch Đằng, P2,Tân Bình",3.5,18.0,Tân Bình,Hồ Chí Minh,2021-05-08
167350,"Phòng trọ mới đường Phạm Văn Chiêu, gần Công Viên Phần Mềm Quang Trung",2.6,20.0,Gò Vấp,Hồ Chí Minh,2021-05-08
167351,"Phòng trọ mới có gác đường Phạm Văn Chiêu, ngay chợ Thạch Đà",2.6,20.0,Gò Vấp,Hồ Chí Minh,2021-05-10
167354,"Phòng trọ trong nhà trọ 2 lầu mới xây, an ninh, có lối đi riêng, ban công, wifi, TH cáp",2.0,20.0,Tân Phú,Hồ Chí Minh,2024-06-29
167355,"Phòng trọ trong nhà trọ 2 lầu, an ninh, sạch sẽ, có gác lửng, lối đi riêng, wifi, TH cáp",2.1,16.0,Quận 10,Hồ Chí Minh,2021-11-22
167356,"Phòng trọ trong nhà trọ 2 lầu mới xây, an ninh, có lối đi riêng,  wifi, TH cáp",1.7,11.0,Tân Phú,Hồ Chí Minh,2024-05-20
167358,"Cho thuê phòng full nội thất, sang xịn mịn",5.0,25.0,Bình Thạnh,Hồ Chí Minh,2021-05-09
167360,"1,5TR/THANG - CẦN TÌM 1 NỮ Ở GHÉP NHÀ NGUYÊN CĂN - Hẻm 17 D5, Phường 25, Bình Thạnh",1.5,40.0,Bình Thạnh,Hồ Chí Minh,2021-05-09
167361,"PHÒNG TRỌ QUẬN THỦ ĐỨC,ĐƯỜNG TÔ NGỌC VÂN, GẦN CHỢ TAM HÀ",2.3,24.0,Thủ Đức,Hồ Chí Minh,2021-05-22
167362,"Phòng cho thuê đẹp, rẻ, PHAM HUNG",2.0,16.0,Quận 8,Hồ Chí Minh,2022-02-09
167363,Cho thuê phòng trọ phường Hiệp Bình Phước,3.4,45.0,Thủ Đức,Hồ Chí Minh,2021-05-09
167365,Cho thuê phòng trọ gần đại học sư phạm kỹ thuật,1.6,18.0,Thủ Đức,Hồ Chí Minh,2021-05-17
167366,"Phòng trọ đường Lê Văn Thịnh, Quận 2",3.2,15.0,Quận 2,Hồ Chí Minh,2021-05-09
167367,"Phòng trọ 9m2 đường Âu Cơ, sau chợ Trần Văn Quang",1.2,9.0,Tân Bình,Hồ Chí Minh,2021-05-09
167369,"Ký túc xá sinh viên mới xây, an ninh",1.0,20.0,Tân Phú,Hồ Chí Minh,2021-05-09
167370,"Cho thuê phòng mới, sạch gần CV phần mềm quang trung",1.5,20.0,Quận 12,Hồ Chí Minh,2021-05-10
167372,NHÀ TRỌ BÌNH THẠNH SANG- XỊN-MỊN GIÁ HẠT DẺ,6.5,35.0,Bình Thạnh,Hồ Chí Minh,2021-05-10
167373,"Phòng trọ 25m2 full nội thất máy lạnh,",3.2,25.0,Quận 8,Hồ Chí Minh,2021-05-10
167375,Phòng Tiện Nghi Có Gác 28m2| Hồ Đắc Di Padora Trường Chinh,3.4,28.0,Tân Phú,Hồ Chí Minh,2021-05-28
167380,"Phòng Trọ đầy đủ tiện nghi, Giá Tốt, giờ giấc tự do, Gần sân bay",4.5,20.0,Tân Bình,Hồ Chí Minh,2021-05-11
167381,"Phòng trọ Bình Thạnh giá 3,3tr giờ tự do",3.3,30.0,Bình Thạnh,Hồ Chí Minh,2021-05-11
167384,Cho thuê phòng trọ cong nhan sinh viên,1.2,12.0,Thủ Đức,Hồ Chí Minh,2021-05-11
167387,CHO THUÊ PHÒNG TRỌ KV BÌNH THẠNH (D2 KÉO DÀI),3.2,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-15
167388,"Cho thuê phòng trọ tại Đường S2, phường Tây Thạnh, Quận Tân Phú",1.7,12.0,Tân Phú,Hồ Chí Minh,2021-05-11
167389,"Cho thuê phòng đầy đủ tiện nghi, Tân Bình",2.0,20.0,Tân Bình,Hồ Chí Minh,2021-05-11
167390,"Cho thuê phòng 36-14 Cù Lao, Quận Phú Nhuận - 2,3 triệu - 20 m2",2.3,20.0,Phú Nhuận,Hồ Chí Minh,2021-05-11
167391,Phòng cho thuê ung văn khiêm bình thạnh,2.3,11.0,Bình Thạnh,Hồ Chí Minh,2021-05-11
167392,Tìm 1 nữ ở ghép phòng trọ trong nhà nguyên căn,1.5,25.0,Quận 8,Hồ Chí Minh,2021-05-11
167393,"CHO NỮ SINH VIÊN, VĂN PHÒNG THUÊ PHÒNG Ở DÀI LÂU",1.8,18.0,Quận 4,Hồ Chí Minh,2021-06-10
167394,"Tìm 1 bạn nữ ở ghép -1tr5 bao hết chi phí đường Phạm hùng, Quận 8",1.5,22.0,Bình Chánh,Hồ Chí Minh,2021-05-12
167397,"Phòng như căn hộ mini  Q10, dt 30m2  thoáng mát, đủ tiện nghi cho thuê giá 4,5 tr/th",4.5,30.0,Quận 10,Hồ Chí Minh,2021-05-23
167398,"PHÒNG TRỌ PHÚ NHUẬN CHO THUÊ 15 TRƯƠNG QUỐC DUNG, PHÚ NHUẬN",3.5,20.0,Phú Nhuận,Hồ Chí Minh,2021-05-12
167399,Căn hộ dịch vụ biệt thự Nguyễn Xí,4.0,25.0,Bình Thạnh,Hồ Chí Minh,2021-05-12
167400,PHÒNG CHO THUÊ FULL NỘI THẤT CAO CẤP - GẦN SÂN BAY TSN - 35M2,4.7,35.0,Tân Bình,Hồ Chí Minh,2021-05-12
167401,"Phòng trọ sinh viên, nhân viên văn phòng",3.0,30.0,Tân Bình,Hồ Chí Minh,2021-05-12
167402,"CHO THUÊ PHÒNG TRO MỚI XÂY CHỦ TRỌ THÂN THIỆN Ở ĐƯỜNG HT35 HIỆP THANH , QUẬN 12, TPHCM,",2.0,30.0,Quận 12,Hồ Chí Minh,2021-05-13
167405,"Cho thuê phòng trọ 15m2 Thống Nhất, Gò Vấp",2.6,15.0,Gò Vấp,Hồ Chí Minh,2021-05-13
167407,Cho thuê trọ linh xuân thủ đức,2.0,16.0,Thủ Đức,Hồ Chí Minh,2021-05-19
167408,CĂN HỘ  FULL NỘI THẤT BAN CÔNG TẠI PHÚ NHUẬN,5.5,20.0,Phú Nhuận,Hồ Chí Minh,2023-11-11
167410,"Phòng trung tâm q3 rộng thoáng 4x9 có bếp, ban công",3.6,36.0,Quận 3,Hồ Chí Minh,2021-05-14
167411,"Phòng trung tâm quận 3, có tầng gác, thoáng mát 4x4 m",2.6,16.0,Quận 3,Hồ Chí Minh,2021-05-14
167412,"🔥Căn hộ Studio 1 PN + Bếp, FULL Nội thất – Super SALES🔥",5.2,30.0,Quận 3,Hồ Chí Minh,2021-05-17
167413,❄Phòng ĐẸP mới xây 100%⚡BAN CÔNG thoáng mát⚡tự do❄,3.5,25.0,Quận 7,Hồ Chí Minh,2021-05-14
167414,Phòng  Full nội thất Phan Xích Long 5 triệu,5.0,25.0,Phú Nhuận,Hồ Chí Minh,2021-05-14
167415,Căn hộ Full nội thất Phan Đăng Lưu 6 triệu,6.0,35.0,Phú Nhuận,Hồ Chí Minh,2021-05-14
167416,PHỎNG TRỌ CHO NỮ-Đường 111 Hưng Phú Quận 8,1.9,18.0,Quận 8,Hồ Chí Minh,2021-05-14
167417,Phòng trọ chính chủ-an toàn-tự do,3.7,25.0,Bình Thạnh,Hồ Chí Minh,2021-05-14
167418,PHÒNG MỚI XÂY NHƯ HÌNH CHỈ CHO NỮ,2.3,28.0,Gò Vấp,Hồ Chí Minh,2021-05-14
167420,"Cho thuê CHDV xây mới 100%, đầy đủ tiện nghi 3TR5 đến 4TR2 huỳnh tấn phát",3.5,25.0,Quận 7,Hồ Chí Minh,2021-05-14
167421,"Cho thuê phòng có gác ngã tư lạc long quân ,âu cơ",1.8,20.0,Tân Bình,Hồ Chí Minh,2021-05-14
167422,Cho thuê phòng đường nguyễn gia trí cách đại học hutech 30m,1.8,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-14
167423,"Phòng cho thuê 4,2 - 4,3 triệu",2.1,24.5,Nhà Bè,Hồ Chí Minh,2021-05-14
167424,CHO THUÊ PHÒNG TRỌ CHÍNH CHỦ QUẬN 6,3.0,30.0,Quận 6,Hồ Chí Minh,2021-05-14
167425,Cho Thuê Phòng Đường Lê Đức Thọ bao điện nước rẻ,2.5,20.0,Gò Vấp,Hồ Chí Minh,2021-05-14
167426,"Phòng Trọ Share trong Nhà 4 lầu, có máy lạnh, tủ lạnh, máy giặt, bình nóng lạnh, nấu ăn riêng",2.5,16.0,Quận 10,Hồ Chí Minh,2021-05-15
167430,"Phòng trọ ninh giá tốt Thủ Đức tiện nghi gần đh Ngân Hàng, UEL, Kiến trúc, phòng Gym, chợ siêu thị",2.5,12.0,Thủ Đức,Hồ Chí Minh,2021-05-16
167432,"Cho Thuê Phòng Trọ Gía Rẻ Tại F10, Tân Bình",2.0,16.0,Tân Bình,Hồ Chí Minh,2021-05-16
167435,Cho thuê nguyên căn / phòng trọ trong hẻm xe hơi (HXH) P10 Q.Tân Bình,3.0,15.0,Tân Bình,Hồ Chí Minh,2021-05-16
167437,"Cho thuê phòng 1B Đồ Sơn, phường 4, Quận Tân Bình, Hồ Chí Minh",6.5,30.0,Tân Bình,Hồ Chí Minh,2021-05-16
167438,Cho thuê phòng trọ đầy đủ nội thất đường Âu Cơ,4.0,25.0,Tân Bình,Hồ Chí Minh,2021-05-16
167440,Cần cho thuê phòng trọ giá 1tr,1.0,40.0,Gò Vấp,Hồ Chí Minh,2021-05-17
167443,Chính chủ  cho thuê phòng an ninh yên tĩnh 338/12  Nơ Trang Long hxh gần mtđ,3.2,32.0,Bình Thạnh,Hồ Chí Minh,2021-11-19
167446,TÌM BẠN Ở GHÉP CC CENANA THỦ THIÊM QUẬN 2,4.2,88.0,Quận 2,Hồ Chí Minh,2021-05-17
167447,"PHÒNG RỘNG 35m- YÊN TĨNH-AN NINH-ĐXH Q9-2,8TR",2.8,35.0,Quận 9,Hồ Chí Minh,2021-05-17
167448,"Cho thuê căn hộ: máy lạnh,cửa sổ, 2tr, Quận 7",2.0,20.0,Quận 7,Hồ Chí Minh,2021-05-17
167449,cho thue phong tro cho sinh vien va nhan vien van phong  tai  quan 9,4.0,36.0,Quận 9,Hồ Chí Minh,2021-05-17
167450,Cho thuê phòng trọ 20m2 trần xuân soạn,2.5,20.0,Quận 7,Hồ Chí Minh,2021-05-17
167451,Phòng trọ cho thuê giá rẻ quận Tân Bình,1.75,16.0,Tân Bình,Hồ Chí Minh,2021-05-18
167452,"CHO THUÊ PHÒNG TRỌ SẠCH SẼ, ĐẦY ĐỦ TIỆN ÍCH",1.7,24.0,Quận 7,Hồ Chí Minh,2021-05-18
167453,"CHO THUÊ PHÒNG TRỌ SẠCH SẼ, ĐẦY ĐỦ TIỆN ÍCH",1.7,24.0,Nhà Bè,Hồ Chí Minh,2021-05-24
167455,Phòng Đầu Dãy Thạnh Lộc 37 Q.12 gần CĐ Điện lực Bxe buýt 03. Mầm non TânViệtMỹ,1.9,20.0,Quận 12,Hồ Chí Minh,2021-05-26
167457,cho thuê phòng tiện nghi ngay trung tâm sg -sân bay tân sơn nhất giá rẻ,3.5,25.0,Tân Bình,Hồ Chí Minh,2021-05-18
167463,"Cho thuê phòng trọ cao cấp,mới xây,đầy đủ tiện nghi",3.0,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-19
167465,"Cho thuê căn hộ chung cư, rộng 80m2, 2pn, 2 máy lạnh, 1 máy giặt, bếp đầy đủ",7.0,80.0,Thủ Đức,Hồ Chí Minh,2021-05-19
167466,cho thuê phòng trung tâm thành phô,4.5,28.0,Bình Thạnh,Hồ Chí Minh,2021-05-19
167469,"Cho nữ thuê phòng riêng, (Nguyên tầng Lầu 1), Trung tâm Quận 4, Khu an ninh - DT ~ 27m2 - 4tr",4.0,27.0,Quận 4,Hồ Chí Minh,2021-05-19
167471,Phòng Trọ Quận Thủ Đức 22m2 an ninh trật tự,2.8,22.0,Thủ Đức,Hồ Chí Minh,2021-05-19
167472,Cho thuê phòng trọ phường tây thạnh quận tân phú,1.8,15.0,Tân Phú,Hồ Chí Minh,2021-06-06
167474,"Cho Thuê Phòng Trọ Cao Cấp, Mới Xây, Giờ Giấc Tự Do, Gần Trường Đại Học Luật, Quốc Lộ 13",3.5,28.0,Thủ Đức,Hồ Chí Minh,2021-05-20
167476,"Cần tìm chỗ ở ghép quận 9, gần LVV, ĐXH, trường CĐCT",,20.0,Quận 9,Hồ Chí Minh,2021-05-20
167480,"Cho thuê Phòng trọ 20m2, giờ giấc tự do, sạch sẽ thoáng mát và An ninh, yên tĩnh",1.7,20.0,Quận 12,Hồ Chí Minh,2021-05-20
167481,Phòng trọ cho thuê ngay trung tâm quận 7,4.0,33.0,Quận 7,Hồ Chí Minh,2021-05-21
167482,"phòng trọ hoàng sa Q1 , full nội thất",6.0,30.0,Quận 1,Hồ Chí Minh,2021-05-21
167484,Quận 7 - Nhà trọ cho thuê- 3triệu/tháng,3.0,20.0,Quận 7,Hồ Chí Minh,2021-05-21
167485,Phòng Trọ Chung Cư Phú Hoàng Anh Gần Phú Mỹ Hưng Q.7,3.3,20.0,Nhà Bè,Hồ Chí Minh,2021-12-24
167486,"KTX Bình Thạnh. Máy lạnh, tủ đồ 700k",,36.0,Bình Thạnh,Hồ Chí Minh,2021-05-21
167487,"Phòng trọ mới xây full nội thất, nhà mới xây, tự do, không chung chủ, thang máy bảo vệ đầy đủ",4.5,35.0,Tân Bình,Hồ Chí Minh,2021-05-21
167488,"Phòng trọ mới xây full nội thất, nhà mới xây, tự do, không chung chủ, thang máy bảo vệ đầy đủ",3.3,20.0,Tân Phú,Hồ Chí Minh,2021-05-21
167490,"2tr bao hết cp, có ngay phòng đẹp mặt tiền 121 Cống Quỳnh Q1",2.0,25.0,Quận 1,Hồ Chí Minh,2021-05-22
167491,"Phòng trọ, CHDV Phan Văn Trị Gò Vấp",5.5,35.0,Gò Vấp,Hồ Chí Minh,2021-05-22
167492,Chihn1 chủ cho thuê phòng trọ Quận Tân Bình,2.3,10.0,Tân Bình,Hồ Chí Minh,2021-05-22
167493,Cho thuê phòng tiện nghi - An ninh - Máy lạnh sạch sẽ,2.6,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-22
167494,Cho thuê phòng trọ q1 22m2 đầy đủ tiện nghi,4.0,22.0,Quận 1,Hồ Chí Minh,2021-05-22
167496,CHO THUÊ PHÒNG DẠY HỌC HAY PHÒNG HỌP THEO GIỜ,1.5,30.0,Quận 7,Hồ Chí Minh,2021-05-23
167497,"PHÒNG TRỌ KHU HIỆP BÌNH CHÁNH, THỦ ĐỨC",3.0,21.0,Thủ Đức,Hồ Chí Minh,2021-05-23
167498,"Phòng mới đẹp,  thoáng mát đủ tiện nghi cho thuê",3.5,28.0,Tân Bình,Hồ Chí Minh,2021-05-23
167499,"Cho Thuê Phòng Trọ Ngay Trung Tâm Quận 5, Rộng Rãi - Từ 2,5tr/tháng",2.5,20.0,Quận 5,Hồ Chí Minh,2021-05-23
167501,PHÒNG TRỌ RIÊNG BIỆT 18 M2 GIỜ TỰ DO Q.7 -2 TRIEU TAI 160/22B NGUYEN VAN QUY QUAN 7,2.0,18.0,Quận 7,Hồ Chí Minh,2021-05-23
167502,cho nữ thuê phòng trọ - phường tân thới hiệp- quận 12,2.5,40.0,Quận 12,Hồ Chí Minh,2021-05-23
167503,"🔥 PHÒNG TRỌ TÂN BÌNH RỘNG 50M2 CHỈ 4.5TR, BAN CÔNG LỚN",4.5,50.0,Tân Bình,Hồ Chí Minh,2021-05-23
167506,CHO THUÊ PHÒNG HẺM 7/16A ĐƯỜNG LINH ĐÔNG-GẦN PHẠM VĂN ĐỒNG,2.8,28.0,Thủ Đức,Hồ Chí Minh,2021-05-23
167508,Cho thuê phòng tiện nghi - An Ninh - Sạch sẽ,2.6,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-23
167509,"Cho thuê phòng tro đường Tây Sơn, gần chợ Tân Hương- Tân phú",1.2,18.0,Tân Phú,Hồ Chí Minh,2021-05-24
167514,"Phòng trọ mới đường Linh Đông, Q. Thủ Đức: Gồm 1 phòng sinh hoạt + 2 phòng ngủ - 3,5 triệu",3.5,34.0,Thủ Đức,Hồ Chí Minh,2021-05-24
167515,Cho nữ thuê phòng trọ Phòng sạch thoáng mát,2.5,14.0,Quận 3,Hồ Chí Minh,2021-05-24
167516,MIỄN PHÍ TIỀN NHÀ THÁNG 6 CHO HĐ 9 THÁNG,3.5,30.0,Thủ Đức,Hồ Chí Minh,2021-06-21
167517,"Phòng trọ đẹp có nhà xe , mạng , ngay cầu vượt Võ Văn Kiệt , Tân Kiên Bình Chánh",1.5,18.0,Bình Chánh,Hồ Chí Minh,2021-10-19
167518,Phòng trọ giá rẻ 1tr400 giờ tự do,1.4,15.0,Gò Vấp,Hồ Chí Minh,2021-05-24
167520,CHO THUÊ PHÒNG TIỆN NGHI QUẬN BÌNH THẠNH,2.6,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-25
167521,Còn 1 Phòng Trống Full Cửa Sổ View Mặt Tiền Phú Nhuận,4.7,30.0,Phú Nhuận,Hồ Chí Minh,2021-05-25
167522,Phòng Trọ Gò Vấp Ban Công Full nội thất - Mới 100% nội thất gỗ sạch sẽ giá tốt,4.2,28.0,Gò Vấp,Hồ Chí Minh,2021-05-25
167524,"CHO THUÊ PHÒNG TRỌ 214/9 BÙI ĐÌNH TÚY,P.12, Q.BÌNH THẠNH",3.7,30.0,Bình Thạnh,Hồ Chí Minh,2021-05-25
167525,Nhà nguyên căn cho NỮ thuê quận Bình Thạnh gần ngã tư Hàng Xanh( còn 1 phòng trống),1.7,20.0,Bình Thạnh,Hồ Chí Minh,2021-05-26
167528,DỰ ÁN TOPAZ ELITE - TOPAZ CITY CHO THUÊ NHIỀU CĂN HỘ GIÁ CHỈ TỪ 7.5t/TH,7.5,78.0,Quận 8,Hồ Chí Minh,2021-05-26
167530,Cho thuê 1 nữ 1 phòng trong chung cư,4.0,62.0,Bình Thạnh,Hồ Chí Minh,2021-05-26
167531,"CHO THUÊ PHÒNG TRỌ NHÀ MỚI XÂY ĐẸP , KHU YÊN TĨNH !!!!!",3.0,24.0,Bình Thạnh,Hồ Chí Minh,2021-05-26
167532,CHO THUÊ PHÒNG TRỌ - DƯƠNG QUẢNG HÀM GÒ VẤP,2.2,25.0,Gò Vấp,Hồ Chí Minh,2021-05-26
167533,"Phòng rộng 30m2 thoáng mát, đầy đủ nội thất quận TB",3.0,30.0,Tân Bình,Hồ Chí Minh,2021-05-26
167534,Phòng mới ngay BIG C trường chinh full nt dt 30m2,4.2,30.0,Tân Bình,Hồ Chí Minh,2021-05-26
167535,3 Phòng đẹp full nội thất CC Hưng Lộc Phát GIÁ RẺ!!!,3.6,20.0,Nhà Bè,Hồ Chí Minh,2022-01-15
167539,"Cho thuê phòng trọ, full nội thất, giá tốt, giờ tự do, P. 15 Tân Bình",2.5,25.0,Tân Bình,Hồ Chí Minh,2021-05-27
167540,"Cho thuê phòng trọ cho NVVP, Sinh viên",3.2,17.0,Bình Thạnh,Hồ Chí Minh,2021-05-27
167541,"Nhà trọ trung tâm Linh Tây, Thủ Đức 18m2 an ninh thoáng mát",2.1,18.0,Thủ Đức,Hồ Chí Minh,2023-05-15
167542,"Phòng Trọ gần Gigamall, Cầu Bình Triệu, Cá Sấu hoa cà,  Đường 48 Hiệp Bình Chánh, Thủ Đức Phòng",2.9,20.0,Thủ Đức,Hồ Chí Minh,2021-05-27
167549,Cho thuê trọ linh xuân thủ đức,1.8,16.0,Thủ Đức,Hồ Chí Minh,2021-06-20
167550,"Cho thuê phòng trọ mới xây Có ban công, cửa sổ lớn Quang Trung - Gò Vấp",3.3,25.0,Gò Vấp,Hồ Chí Minh,2021-12-29
167551,"CHO THUÊ PHÒNG TRỌ, Q8, 2.9 TRIỆU, ĐIỆN & NƯỚC GIÁ NHÀ NƯỚC",2.9,24.0,Quận 8,Hồ Chí Minh,2021-06-19
167553,Phòng Mini Full Nội Thất + Dc Nuôi Pet Ngay Lũy Bán Bích + Âu Cơ,3.3,25.0,Tân Phú,Hồ Chí Minh,2021-05-28
167554,Thuê trọ quận 2 dành cho sv và NVVP,2.5,20.0,Quận 2,Hồ Chí Minh,2021-05-28
167556,"Phòng trọ cho thuê ngay Lotte quận 7, phường tân hưng",3.5,33.0,Quận 7,Hồ Chí Minh,2021-05-28
167558,❄Phòng ĐẸP mới xây 100%⚡BAN CÔNG thoáng mát⚡tự do❄,3.5,25.0,Quận 7,Hồ Chí Minh,2021-05-28
167559,Phòng trọ Quận Gò Vấp gần cây trâm có gác full đồ,3.6,28.0,Gò Vấp,Hồ Chí Minh,2021-05-28
167560,Phòng trọ đẹp giá rẻ 20m2 Quận 3 Gần Công viên Lê Thị Riêng,3.0,20.0,Quận 3,Hồ Chí Minh,2021-05-28
167561,"CHO NỮ THUÊ PHÒNG, LỐI ĐI RIÊNG, CÓ WIFI, BAO ĐIỆN NƯỚC",2.0,16.0,Gò Vấp,Hồ Chí Minh,2021-05-29
167563,"Cho thuê phòng trọ 1246 Lê Văn Lương, giá 2.4tr/tháng",2.4,15.0,Nhà Bè,Hồ Chí Minh,2021-05-29
167566,Phòng trọ Quận Tân Bình 35m² full nt gần co.op mới,4.5,35.0,Tân Bình,Hồ Chí Minh,2021-05-29
167568,"Căn Hộ Quận Tân Phú 45m² 1PN ban công, mới 100%",5.5,45.0,Tân Phú,Hồ Chí Minh,2021-05-29
167569,Cho thuê phòng trọ xây dựng trong đất gđ,2.5,30.0,Quận 2,Hồ Chí Minh,2021-05-29
167570,Cho thuê phòng đầy đủ tiện nghi,2.8,23.0,Tân Bình,Hồ Chí Minh,2021-05-29
167571,CHO THUÊ PHÒNG HẺM 7/16A ĐƯỜNG LINH ĐÔNG-GẦN PHẠM VĂN ĐỒNG,2.8,28.0,Thủ Đức,Hồ Chí Minh,2021-05-29
167572,Cho thuê phòng trọ  đẹp giá rẻ tiện nghi ở KDC Nam Long q7,2.2,20.0,Quận 7,Hồ Chí Minh,2021-05-29
167573,"PHÒNG GẦN BÊN XE AN SƯƠNG GIÁ 1,1 TRIỆU/1 THÁNG",1.1,12.0,Quận 12,Hồ Chí Minh,2021-05-29
167574,Cho Thuê Phòng Trọ Căn Hộ Dịch Vụ Giá Rẻ Ngay Đại Học Văn Lang,3.6,22.0,Gò Vấp,Hồ Chí Minh,2021-05-29
167577,Ký Túc Xá Q4 Sale Khuyến Mãi Cho Tháng Đầu 1 Triệu,1.0,60.0,Quận 4,Hồ Chí Minh,2021-05-30
167578,Ký Túc Xá Q1 Sale Khuyến Mãi Cho Tháng Đầu 1 Triệu,1.0,60.0,Quận 1,Hồ Chí Minh,2021-05-30
167579,"Khai Trương Dự Án Siêu Hot Siêu Rẻ Tại Bình Tân  , Có Máy Lạnh , Ngay CV Phú Lâm , Vòng Xoay An Lạc",3.1,30.0,Bình Tân,Hồ Chí Minh,2021-05-30
167580,"cho thuê phòng tại Phan Văn trị,gò vấp, sẵn nội thất mới",3.9,26.0,Gò Vấp,Hồ Chí Minh,2021-05-31
167585,"Phòng Trọ mới Kế Bên Gigamall , Có máy lạnh",3.5,25.0,Thủ Đức,Hồ Chí Minh,2021-05-31
167586,"cho thuê phòng như hình tại Gò vấp, thống nhất,có gác, full nội thất có ban công mới 100%",4.1,26.0,Gò Vấp,Hồ Chí Minh,2021-05-31
167587,Phòng trọ đầy đủ nội thất gần EAON Tân Phú 28m2,3.5,28.0,Tân Phú,Hồ Chí Minh,2021-05-31
167588,🔥Phòng full nột thất có bancông ngay tại Gò Dầu🔥,3.6,30.0,Tân Phú,Hồ Chí Minh,2021-05-31
167589,"Phòng Đẹp Chung Cư Hoàng Anh Gia Lai 3 ( New Sài Gòn ) Gần ĐH Tôn Đức Thắng , RMIT",3.5,20.0,Quận 7,Hồ Chí Minh,2021-12-24
167590,"DỊCH BỆNH GIẢM GIÁ 10% - Phòng cho thuê cao cấp, 60-62 Đường C1 , P13, Tân Bình",2.0,30.0,Tân Bình,Hồ Chí Minh,2021-06-01
167591,Cho thuê phòng khu vực Thủ Đức,2.8,25.0,Bình Chánh,Hồ Chí Minh,2021-06-01
